JobId,SessionId,Status,Reason,Created,Completed,Program,Name,Service,Instance,Tags,Usage (seconds)
cq0bpzkph3s0008fn3dg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T10:42:06.319614Z,2024-02-05T10:43:57.152Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq0bp3ghbttg008j6xxg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T10:40:14.616163Z,2024-02-05T10:42:03.399Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq0bn7wd7we00081jdq0,cq06xjedhsd0008e55jg,Completed,,2024-02-05T10:38:23.408029Z,2024-02-05T10:40:12.288Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq0bmb1dhsd0008e5mv0,cq06xjedhsd0008e55jg,Completed,,2024-02-05T10:36:28.342143Z,2024-02-05T10:38:18.206Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq0bkexph3s0008fn3b0,cq06xjedhsd0008e55jg,Completed,,2024-02-05T10:34:35.385361Z,2024-02-05T10:36:26.042Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq0bjjadhsd0008e5msg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T10:32:41.735835Z,2024-02-05T10:34:32.982Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq0bhnyd7we00081jdkg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T10:30:47.528453Z,2024-02-05T10:32:38.515Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq0bgskdhsd0008e5mrg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T10:28:54.589453Z,2024-02-05T10:30:44.984Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq0bfxfhbttg008j6xqg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T10:27:01.378758Z,2024-02-05T10:28:52.052Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq0bf1428rp0008a4840,cq06xjedhsd0008e55jg,Completed,,2024-02-05T10:25:08.962735Z,2024-02-05T10:26:58.394Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq0be50dhsd0008e5mng,cq06xjedhsd0008e55jg,Completed,,2024-02-05T10:23:16.346783Z,2024-02-05T10:25:06.763Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq0bd8xdhsd0008e5mmg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T10:21:23.950076Z,2024-02-05T10:23:13.966Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq0b4maph3s0008fn2xg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T10:02:57.648795Z,2024-02-05T10:21:21.18Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq0avjed7we0008t0cpg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T09:43:37.940741Z,2024-02-05T10:02:55.175Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,81
cq0ajsk28rp0008a46vg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T09:24:54.713065Z,2024-02-05T09:43:34.719Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,80
cq0a9qyhbttg008j6wsg,cq06xjedhsd0008e55jg,Completed,,2024-02-05T09:05:35.556564Z,2024-02-05T09:24:52.488Z,estimator,,ibm_quebec,pinq-quebec-hub/qai-quantum-algo/default,,81
